deportation	von	nach	nach_fct	deportation_alt	dep_datum	dep_date	deportation_date_exact	deportation_my	deportation_month	deportation_year
nach Łódź / Litzmannstadt	NA	Łódź / Litzmannstadt	Łódź / Litzmannstadt	am 18.10.1941 nach Łódź / Litzmannstadt	18.10.1941	18.10.1941	1941-10-18	1941-10-18	Oct	1941
in das Ghetto Riga	NA	Ghetto Riga	Riga	am 13.01.1942 in das Ghetto Riga	13.01.1942	13.01.1942	1942-01-13	1942-01-13	Jan	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	am 04.03.1943 nach Auschwitz	04.03.1943	04.03.1943	1943-03-04	1943-03-04	Mar	1943
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 13.08.1942 nach Theresienstadt	13.08.1942	13.08.1942	1942-08-13	1942-08-13	Aug	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 08.09.1942 nach Theresienstadt	08.09.1942	08.09.1942	1942-09-08	1942-09-08	Sep	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 14.09.1942 nach Theresienstadt	14.09.1942	14.09.1942	1942-09-14	1942-09-14	Sep	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 09.07.1942 nach Theresienstadt	09.07.1942	09.07.1942	1942-07-09	1942-07-09	Jul	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 03.10.1942 nach Theresienstadt	03.10.1942	03.10.1942	1942-10-03	1942-10-03	Oct	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	am 01.03.1943 nach Auschwitz	01.03.1943	01.03.1943	1943-03-01	1943-03-01	Mar	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 01.03.1943 nach Auschwitz	01.03.1943	01.03.1943	1943-03-01	1943-03-01	Mar	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 03.03.1943 nach Auschwitz	03.03.1943	03.03.1943	1943-03-03	1943-03-03	Mar	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 02.03.1943 nach Auschwitz	02.03.1943	02.03.1943	1943-03-02	1943-03-02	Mar	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 06.03.1943 nach Auschwitz	06.03.1943	06.03.1943	1943-03-06	1943-03-06	Mar	1943
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 14.09.1942 nach Theresienstadt	14.09.1942	14.09.1942	1942-09-14	1942-09-14	Sep	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	am 19.02.1943 nach Auschwitz	19.02.1943	19.02.1943	1943-02-19	1943-02-19	Feb	1943
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 22.09.1942 nach Theresienstadt	22.09.1942	22.09.1942	1942-09-22	1942-09-22	Sep	1942
nach Łódź / Litzmannstadt	NA	Łódź / Litzmannstadt	Łódź / Litzmannstadt	am 01.11.1941 nach Łódź / Litzmannstadt	01.11.1941	01.11.1941	1941-11-01	1941-11-01	Nov	1941
nach Łódź / Litzmannstadt	NA	Łódź / Litzmannstadt	Łódź / Litzmannstadt	am 01.11.1941 nach Łódź / Litzmannstadt	01.11.1941	01.11.1941	1941-11-01	1941-11-01	Nov	1941
nach Piaski-Trawniki	NA	Piaski-Trawniki	Piaski	am 28.03.1942 nach Piaski-Trawniki	28.03.1942	28.03.1942	1942-03-28	1942-03-28	Mar	1942
von Buchenwald nach Auschwitz	Buchenwald 	Auschwitz	Auschwitz	am 13.08.1942 von Buchenwald nach Auschwitz	13.08.1942	13.08.1942	1942-08-13	1942-08-13	Aug	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 15.12.1942 nach Theresienstadt	15.12.1942	15.12.1942	1942-12-15	1942-12-15	Dec	1942
von Moabit nach Auschwitz	Moabit 	Auschwitz	Auschwitz	am 03.03.1943 von Moabit nach Auschwitz	03.03.1943	03.03.1943	1943-03-03	1943-03-03	Mar	1943
von Moabit nach Auschwitz	Moabit 	Auschwitz	Auschwitz	am 03.03.1943 von Moabit nach Auschwitz	03.03.1943	03.03.1943	1943-03-03	1943-03-03	Mar	1943
von Berlin nach Sobibor	Berlin 	Sobibor	Sobibór	am 13.06.1943 von Berlin nach Sobibor	13.06.1943	13.06.1943	1943-06-13	1943-06-13	Jun	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 06.03.1943 nach Auschwitz	06.03.1943	06.03.1943	1943-03-06	1943-03-06	Mar	1943
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 16.06.1944 nach Theresienstadt	16.06.1944	16.06.1944	1944-06-16	1944-06-16	Jun	1944
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
von Prag nach Łódź / Litzmannstadt	Prag 	Łódź / Litzmannstadt	Łódź / Litzmannstadt	am 16.10.1941 von Prag nach Łódź / Litzmannstadt	16.10.1941	16.10.1941	1941-10-16	1941-10-16	Oct	1941
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 17.03.1943 nach Theresienstadt	17.03.1943	17.03.1943	1943-03-17	1943-03-17	Mar	1943
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 17.03.1943 nach Theresienstadt	17.03.1943	17.03.1943	1943-03-17	1943-03-17	Mar	1943
nach Riga	NA	Riga	Riga	am 19.10.1942 nach Riga	19.10.1942	19.10.1942	1942-10-19	1942-10-19	Oct	1942
nach Riga	NA	Riga	Riga	am 19.10.1942 nach Riga	19.10.1942	19.10.1942	1942-10-19	1942-10-19	Oct	1942
nach Riga	NA	Riga	Riga	am 19.10.1942 nach Riga	19.10.1942	19.10.1942	1942-10-19	1942-10-19	Oct	1942
nach Riga	NA	Riga	Riga	am 19.10.1942 nach Riga	19.10.1942	19.10.1942	1942-10-19	1942-10-19	Oct	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	am 12.01.1943 nach Auschwitz	12.01.1943	12.01.1943	1943-01-12	1943-01-12	Jan	1943
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Sobibor	NA	Sobibor	Sobibór	am 15.06.1942 nach Sobibor	15.06.1942	15.06.1942	1942-06-15	1942-06-15	Jun	1942
nach Riga	NA	Riga	Riga	am 15.08.1942 nach Riga	15.08.1942	15.08.1942	1942-08-15	1942-08-15	Aug	1942
nach Łódź / Litzmannstadt	NA	Łódź / Litzmannstadt	Łódź / Litzmannstadt	am 18.10.1941 nach Łódź / Litzmannstadt	18.10.1941	18.10.1941	1941-10-18	1941-10-18	Oct	1941
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 04.09.1942 nach Theresienstadt	04.09.1942	04.09.1942	1942-09-04	1942-09-04	Sep	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 08.09.1942 nach Theresienstadt	08.09.1942	08.09.1942	1942-09-08	1942-09-08	Sep	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 08.09.1942 nach Theresienstadt	08.09.1942	08.09.1942	1942-09-08	1942-09-08	Sep	1942
nach Łódź / Litzmannstadt	NA	Łódź / Litzmannstadt	Łódź / Litzmannstadt	am 01.11.1941 nach Łódź / Litzmannstadt	01.11.1941	01.11.1941	1941-11-01	1941-11-01	Nov	1941
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Riga	NA	Riga	Riga	am 05.09.1942 nach Riga	05.09.1942	05.09.1942	1942-09-05	1942-09-05	Sep	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	am 02.03.1943 nach Auschwitz	02.03.1943	02.03.1943	1943-03-02	1943-03-02	Mar	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 02.03.1943 nach Auschwitz	02.03.1943	02.03.1943	1943-03-02	1943-03-02	Mar	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 12.03.1943 nach Auschwitz	12.03.1943	12.03.1943	1943-03-12	1943-03-12	Mar	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 12.03.2014 nach Auschwitz	12.03.2014	12.03.2014	2014-03-12	2014-03-12	Mar	2014
von Berlin nach Raasiku bei Reval (Tallinn)	Berlin 	Raasiku bei Reval (Tallinn)	Raasiku	am 26.09.1942 von Berlin nach Raasiku bei Reval (Tallinn)	26.09.1942	26.09.1942	1942-09-26	1942-09-26	Sep	1942
von Berlin nach Raasiku bei Reval (Tallinn)	Berlin 	Raasiku bei Reval (Tallinn)	Raasiku	am 26.09.1942 von Berlin nach Raasiku bei Reval (Tallinn)	26.09.1942	26.09.1942	1942-09-26	1942-09-26	Sep	1942
von Berlin nach Raasiku bei Reval (Tallinn)	Berlin 	Raasiku bei Reval (Tallinn)	Raasiku	am 26.09.1942 von Berlin nach Raasiku bei Reval (Tallinn)	26.09.1942	26.09.1942	1942-09-26	1942-09-26	Sep	1942
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Łódź / Litzmannstadt	NA	Łódź / Litzmannstadt	Łódź / Litzmannstadt	am 18.10.1941 nach Łódź / Litzmannstadt	18.10.1941	18.10.1941	1941-10-18	1941-10-18	Oct	1941
von Heilbronner Straße 22 nach Theresienstadt	Heilbronner Straße 22 	Theresienstadt	Theresienstadt	am 14.08.1942 von Heilbronner Straße 22 nach Theresienstadt	14.08.1942	14.08.1942	1942-08-14	1942-08-14	Aug	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	am 02.03.1943 nach Auschwitz	02.03.1943	02.03.1943	1943-03-02	1943-03-02	Mar	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 02.03.1943 nach Auschwitz	02.03.1943	02.03.1943	1943-03-02	1943-03-02	Mar	1943
von Berlin-Grunewald nach Minsk	Berlin-Grunewald 	Minsk	Minsk	am 14.11.1941 von Berlin-Grunewald nach Minsk	14.11.1941	14.11.1941	1941-11-14	1941-11-14	Nov	1941
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Auschwitz	NA	Auschwitz	Auschwitz	am 29.11.1942 nach Auschwitz	29.11.1942	29.11.1942	1942-11-29	1942-11-29	Nov	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 17.08.1942 nach Theresienstadt	17.08.1942	17.08.1942	1942-08-17	1942-08-17	Aug	1942
nach Raasiku (b. Reval)	NA	Raasiku (b. Reval)	Raasiku	am 26.09.1942 nach Raasiku (b. Reval)	26.09.1942	26.09.1942	1942-09-26	1942-09-26	Sep	1942
nach Raasiku (b. Reval)	NA	Raasiku (b. Reval)	Raasiku	am 26.09.1942 nach Raasiku (b. Reval)	26.09.1942	26.09.1942	1942-09-26	1942-09-26	Sep	1942
nach Raasiku (b. Reval)	NA	Raasiku (b. Reval)	Raasiku	am 03.10.1942 nach Raasiku (b. Reval)	03.10.1942	03.10.1942	1942-10-03	1942-10-03	Oct	1942
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Auschwitz	NA	Auschwitz	Auschwitz	am 12.01.1943 nach Auschwitz	12.01.1943	12.01.1943	1943-01-12	1943-01-12	Jan	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 12.01.1943 nach Auschwitz	12.01.1943	12.01.1943	1943-01-12	1943-01-12	Jan	1943
von Berlin nach Theresienstadt	Berlin 	Theresienstadt	Theresienstadt	am 14.09.1942 von Berlin nach Theresienstadt	14.09.1942	14.09.1942	1942-09-14	1942-09-14	Sep	1942
von Berlin nach Theresienstadt	Berlin 	Theresienstadt	Theresienstadt	am 14.09.1942 von Berlin nach Theresienstadt	14.09.1942	14.09.1942	1942-09-14	1942-09-14	Sep	1942
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Riga	NA	Riga	Riga	am 25.01.1942 nach Riga	25.01.1942	25.01.1942	1942-01-25	1942-01-25	Jan	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	am 17.05.1943 nach Auschwitz	17.05.1943	17.05.1943	1943-05-17	1943-05-17	May	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 29.01.1943 nach Auschwitz	29.01.1943	29.01.1943	1943-01-29	1943-01-29	Jan	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 29.01.1943 nach Auschwitz	29.01.1943	29.01.1943	1943-01-29	1943-01-29	Jan	1943
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 17.03.1943 nach Theresienstadt	17.03.1943	17.03.1943	1943-03-17	1943-03-17	Mar	1943
von Anhalter Bahnhof nach Theresienstadt	Anhalter Bahnhof 	Theresienstadt	Theresienstadt	am 17.03.1943 von Anhalter Bahnhof nach Theresienstadt	17.03.1943	17.03.1943	1943-03-17	1943-03-17	Mar	1943
nach Theresiensadt	NA	Theresiensadt	Theresienstadt	am 23.07.1942 nach Theresiensadt	23.07.1942	23.07.1942	1942-07-23	1942-07-23	Jul	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	am 03.03.1943 nach Auschwitz	03.03.1943	03.03.1943	1943-03-03	1943-03-03	Mar	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 11.07.1942 nach Auschwitz	11.07.1942	11.07.1942	1942-07-11	1942-07-11	Jul	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	am 11.07.1942 nach Auschwitz	11.07.1942	11.07.1942	1942-07-11	1942-07-11	Jul	1942
nach Riga	NA	Riga	Riga	am 13.01.1942 nach Riga	13.01.1942	13.01.1942	1942-01-13	1942-01-13	Jan	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	am 01.03.1943 nach Auschwitz	01.03.1943	01.03.1943	1943-03-01	1943-03-01	Mar	1943
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 17.03.1943 nach Theresienstadt	17.03.1943	17.03.1943	1943-03-17	1943-03-17	Mar	1943
	NA	NA	NA	am 14.12.1942	14.12.1942	14.12.1942	1942-12-14	1942-12-14	Dec	1942
von Berlin nach Kowno / Kaunas	Berlin 	Kowno / Kaunas	Kowno / Kaunas	am 17.11.1941 von Berlin nach Kowno / Kaunas	17.11.1941	17.11.1941	1941-11-17	1941-11-17	Nov	1941
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
von Eichenstraße 16 in das Ghetto Minsk	Eichenstraße 16 	Ghetto Minsk	Minsk	am 14.11.1941 von Eichenstraße 16 in das Ghetto Minsk	14.11.1941	14.11.1941	1941-11-14	1941-11-14	Nov	1941
von Eichenstraße 16 in das Ghetto Minsk	Eichenstraße 16 	Ghetto Minsk	Minsk	am 14.11.1941 von Eichenstraße 16 in das Ghetto Minsk	14.11.1941	14.11.1941	1941-11-14	1941-11-14	Nov	1941
von Eichenstraße 16 nach Ghetto Minsk	Eichenstraße 16 	Ghetto Minsk	Minsk	am 14.11.1941 von Eichenstraße 16 nach Ghetto Minsk	14.11.1941	14.11.1941	1941-11-14	1941-11-14	Nov	1941
von Eichenstraße 16 in das Ghetto Minsk	Eichenstraße 16 	Ghetto Minsk	Minsk	am 14.11.1941 von Eichenstraße 16 in das Ghetto Minsk	14.11.1941	14.11.1941	1941-11-14	1941-11-14	Nov	1941
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 14.09.1942 nach Theresienstadt	14.09.1942	14.09.1942	1942-09-14	1942-09-14	Sep	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 14.09.1942 nach Theresienstadt	14.09.1942	14.09.1942	1942-09-14	1942-09-14	Sep	1942
von Marburger Str. 8 nach Theresienstadt	Marburger Str. 8 	Theresienstadt	Theresienstadt	am 06.08.1942 von Marburger Str. 8 nach Theresienstadt	06.08.1942	06.08.1942	1942-08-06	1942-08-06	Aug	1942
nach Raasiku (Estland)	NA	Raasiku (Estland)	Raasiku	am 26.09.1942 nach Raasiku (Estland)	26.09.1942	26.09.1942	1942-09-26	1942-09-26	Sep	1942
von Marburger Str. 8 nach Auschwitz	Marburger Str. 8 	Auschwitz	Auschwitz	am 12.01.1943 von Marburger Str. 8 nach Auschwitz	12.01.1943	12.01.1943	1943-01-12	1943-01-12	Jan	1943
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 09.07.1942 nach Theresienstadt	09.07.1942	09.07.1942	1942-07-09	1942-07-09	Jul	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 10.07.1942 nach Theresienstadt	10.07.1942	10.07.1942	1942-07-10	1942-07-10	Jul	1942
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 29.10.1942 nach Theresienstadt	29.10.1942	29.10.1942	1942-10-29	1942-10-29	Oct	1942
nach Minsk	NA	Minsk	Minsk	am 14.11.1941 nach Minsk	14.11.1941	14.11.1941	1941-11-14	1941-11-14	Nov	1941
nach Auschwitz	NA	Auschwitz	Auschwitz	am 09.12.1942 nach Auschwitz	09.12.1942	09.12.1942	1942-12-09	1942-12-09	Dec	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	am 09.12.1942 nach Auschwitz	09.12.1942	09.12.1942	1942-12-09	1942-12-09	Dec	1942
in das Vernichtungslager Sobibor	NA	Vernichtungslager Sobibor	Sobibór	am 06.07.1943 in das Vernichtungslager Sobibor	06.07.1943	06.07.1943	1943-07-06	1943-07-06	Jul	1943
nach Sobibor	NA	Sobibor	Sobibór	am 06.07.1943 nach Sobibor	06.07.1943	06.07.1943	1943-07-06	1943-07-06	Jul	1943
nach Kowno / Kaunas, Fort IX	NA	Kowno / Kaunas, Fort IX	Kowno / Kaunas	am 17.11.1941 nach Kowno / Kaunas, Fort IX	17.11.1941	17.11.1941	1941-11-17	1941-11-17	Nov	1941
nach Kowno / Kaunas, Fort IX	NA	Kowno / Kaunas, Fort IX	Kowno / Kaunas	am 17.11.1941 nach Kowno / Kaunas, Fort IX	17.11.1941	17.11.1941	1941-11-17	1941-11-17	Nov	1941
nach Kowno / Kaunas, Fort IX	NA	Kowno / Kaunas, Fort IX	Kowno / Kaunas	am 17.11.1941 nach Kowno / Kaunas, Fort IX	17.11.1941	17.11.1941	1941-11-17	1941-11-17	Nov	1941
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 06.07.1942 nach Theresienstadt	06.07.1942	06.07.1942	1942-07-06	1942-07-06	Jul	1942
nach Łódź / Litzmannstadt	NA	Łódź / Litzmannstadt	Łódź / Litzmannstadt	am 01.11.1941 nach Łódź / Litzmannstadt	01.11.1941	01.11.1941	1941-11-01	1941-11-01	Nov	1941
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 04.11.1942 nach Theresienstadt	04.11.1942	04.11.1942	1942-11-04	1942-11-04	Nov	1942
nach Ghetto Warschau	NA	Ghetto Warschau	Warschau	am 02.04.1942 nach Ghetto Warschau	02.04.1942	02.04.1942	1942-04-02	1942-04-02	Apr	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 27.08.1942 nach Theresienstadt	27.08.1942	27.08.1942	1942-08-27	1942-08-27	Aug	1942
von Berlin nach Theresienstadt	Berlin 	Theresienstadt	Theresienstadt	am 15.11.1943 von Berlin nach Theresienstadt	15.11.1943	15.11.1943	1943-11-15	1943-11-15	Nov	1943
von Grunewald nach Kowno (Kauen), Fort IX	Grunewald 	Kowno (Kauen), Fort IX	Kowno / Kaunas	am 17.11.1941 von Grunewald nach Kowno (Kauen), Fort IX	17.11.1941	17.11.1941	1941-11-17	1941-11-17	Nov	1941
von Grunewald nach Kowno (Kauen), Fort IX	Grunewald 	Kowno (Kauen), Fort IX	Kowno / Kaunas	am 17.11.1941 von Grunewald nach Kowno (Kauen), Fort IX	17.11.1941	17.11.1941	1941-11-17	1941-11-17	Nov	1941
von Grunewald nach Kowno (Kauen), Fort IX	Grunewald 	Kowno (Kauen), Fort IX	Kowno / Kaunas	am 17.11.1941 von Grunewald nach Kowno (Kauen), Fort IX	17.11.1941	17.11.1941	1941-11-17	1941-11-17	Nov	1941
nach Auschwitz	NA	Auschwitz	Auschwitz	am 01.03.1943 nach Auschwitz	01.03.1943	01.03.1943	1943-03-01	1943-03-01	Mar	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 01.03.1943 nach Auschwitz	01.03.1943	01.03.1943	1943-03-01	1943-03-01	Mar	1943
nach Trawniki	NA	Trawniki	Trawniki	am 28.03.1942 nach Trawniki	28.03.1942	28.03.1942	1942-03-28	1942-03-28	Mar	1942
nach Riga	NA	Riga	Riga	am 19.01.1942 nach Riga	19.01.1942	19.01.1942	1942-01-19	1942-01-19	Jan	1942
nach Riga	NA	Riga	Riga	am 19.01.1942 nach Riga	19.01.1942	19.01.1942	1942-01-19	1942-01-19	Jan	1942
von Frankfurt a. Main / Berlin nach Raasiku (b. Reval)	Frankfurt a. Main / Berlin 	Raasiku (b. Reval)	Raasiku	am 26.09.1942 von Frankfurt a. Main / Berlin nach Raasiku (b. Reval)	26.09.1942	26.09.1942	1942-09-26	1942-09-26	Sep	1942
von Frankfurt a. Main / Berlin nach Raasiku (b. Reval)	Frankfurt a. Main / Berlin 	Raasiku (b. Reval)	Raasiku	am 26.09.1942 von Frankfurt a. Main / Berlin nach Raasiku (b. Reval)	26.09.1942	26.09.1942	1942-09-26	1942-09-26	Sep	1942
von Frankfurt a. Main / Berlin nach Raasiku (b. Reval)	Frankfurt a. Main / Berlin 	Raasiku (b. Reval)	Raasiku	am 26.09.1942 von Frankfurt a. Main / Berlin nach Raasiku (b. Reval)	26.09.1942	26.09.1942	1942-09-26	1942-09-26	Sep	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 29.10.1942 nach Theresienstadt	29.10.1942	29.10.1942	1942-10-29	1942-10-29	Oct	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 29.10.1942 nach Theresienstadt	29.10.1942	29.10.1942	1942-10-29	1942-10-29	Oct	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 28.01.1943 nach Theresienstadt	28.01.1943	28.01.1943	1943-01-28	1943-01-28	Jan	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 12.01.1943 nach Auschwitz	12.01.1943	12.01.1943	1943-01-12	1943-01-12	Jan	1943
nach Łódź / Litzmannstadt	NA	Łódź / Litzmannstadt	Łódź / Litzmannstadt	am 18.10.1941 nach Łódź / Litzmannstadt	18.10.1941	18.10.1941	1941-10-18	1941-10-18	Oct	1941
nach Łódź / Litzmannstadt	NA	Łódź / Litzmannstadt	Łódź / Litzmannstadt	am 18.10.1941 nach Łódź / Litzmannstadt	18.10.1941	18.10.1941	1941-10-18	1941-10-18	Oct	1941
von Moabit nach Auschwitz	Moabit 	Auschwitz	Auschwitz	am 03.03.1943 von Moabit nach Auschwitz	03.03.1943	03.03.1943	1943-03-03	1943-03-03	Mar	1943
von Moabit nach Auschwitz	Moabit 	Auschwitz	Auschwitz	am 03.03.1943 von Moabit nach Auschwitz	03.03.1943	03.03.1943	1943-03-03	1943-03-03	Mar	1943
von Moabit nach Auschwitz	Moabit 	Auschwitz	Auschwitz	am 03.03.1943 von Moabit nach Auschwitz	03.03.1943	03.03.1943	1943-03-03	1943-03-03	Mar	1943
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
von Moabit nach Riga	Moabit 	Riga	Riga	am 19.10.1942 von Moabit nach Riga	19.10.1942	19.10.1942	1942-10-19	1942-10-19	Oct	1942
von Grunewald nach Łódź / Litzmannstadt	Grunewald 	Łódź / Litzmannstadt	Łódź / Litzmannstadt	am 24.10.1941 von Grunewald nach Łódź / Litzmannstadt	24.10.1941	24.10.1941	1941-10-24	1941-10-24	Oct	1941
nach Auschwitz	NA	Auschwitz	Auschwitz	am 03.03.1943 nach Auschwitz	03.03.1943	03.03.1943	1943-03-03	1943-03-03	Mar	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 03.03.1943 nach Auschwitz	03.03.1943	03.03.1943	1943-03-03	1943-03-03	Mar	1943
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Riga	NA	Riga	Riga	am 05.09.1942 nach Riga	05.09.1942	05.09.1942	1942-09-05	1942-09-05	Sep	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 04.09.1942 nach Theresienstadt	04.09.1942	04.09.1942	1942-09-04	1942-09-04	Sep	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	am 14.12.1942 nach Auschwitz	14.12.1942	14.12.1942	1942-12-14	1942-12-14	Dec	1942
nach Riga	NA	Riga	Riga	am 05.09.1942 nach Riga	05.09.1942	05.09.1942	1942-09-05	1942-09-05	Sep	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 17.08.1942 nach Theresienstadt	17.08.1942	17.08.1942	1942-08-17	1942-08-17	Aug	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 03.10.1942 nach Theresienstadt	03.10.1942	03.10.1942	1942-10-03	1942-10-03	Oct	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 17.08.1942 nach Theresienstadt	17.08.1942	17.08.1942	1942-08-17	1942-08-17	Aug	1942
nach Auschwitz	NA	Auschwitz	Auschwitz	am 03.03.1943 nach Auschwitz	03.03.1943	03.03.1943	1943-03-03	1943-03-03	Mar	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 03.03.1943 nach Auschwitz	03.03.1943	03.03.1943	1943-03-03	1943-03-03	Mar	1943
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 24.07.1942 nach Theresienstadt	24.07.1942	24.07.1942	1942-07-24	1942-07-24	Jul	1942
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Auschwitz	NA	Auschwitz	Auschwitz	am 03.02.1943 nach Auschwitz	03.02.1943	03.02.1943	1943-02-03	1943-02-03	Feb	1943
nach Auschwitz	NA	Auschwitz	Auschwitz	am 03.03.1943 nach Auschwitz	03.03.1943	03.03.1943	1943-03-03	1943-03-03	Mar	1943
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 14.09.1942 nach Theresienstadt	14.09.1942	14.09.1942	1942-09-14	1942-09-14	Sep	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 14.09.1942 nach Theresienstadt	14.09.1942	14.09.1942	1942-09-14	1942-09-14	Sep	1942
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Litzmannstadt (Lodz)	NA	Litzmannstadt (Lodz)	Łódź / Litzmannstadt	am 18.10.1941 nach Litzmannstadt (Lodz)	18.10.1941	18.10.1941	1941-10-18	1941-10-18	Oct	1941
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 06.06.1942 nach Theresienstadt	06.06.1942	06.06.1942	1942-06-06	1942-06-06	Jun	1942
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nach Sobibor	NA	Sobibor	Sobibór	am 28.03.1942 nach Sobibor	28.03.1942	28.03.1942	1942-03-28	1942-03-28	Mar	1942
nach Riga	NA	Riga	Riga	am 26.10.1942 nach Riga	26.10.1942	26.10.1942	1942-10-26	1942-10-26	Oct	1942
nach Theresienstadt	NA	Theresienstadt	Theresienstadt	am 23.09.1942 nach Theresienstadt	23.09.1942	23.09.1942	1942-09-23	1942-09-23	Sep	1942
