schicksal,destiny_type,destiny_type_fac,destiny_when,destiny_when_date,destiny_when_year,destiny_location,destiny_loc_cat,destiny_loc_fac
TOT 23.09.1942 im Ghetto Theresienstadt,TOT,deceased,23.09.1942,1942-09-23,1942,Ghetto Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET Januar 1945 in Auschwitz,ERMORDET,murdered,Januar 1945,NA,1945,Auschwitz,Auschwitz,Auschwitz
FLUCHT IN DEN TOD 15.05.1940 in Amsterdam,FLUCHT IN DEN TOD,deceased,15.05.1940,1940-05-15,1940,Amsterdam,Amsterdam,Other
ERMORDET 08.09.1942 in Riga,ERMORDET,murdered,08.09.1942,1942-09-08,1942,Riga,Riga,Riga
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Raasiku bei Reval (Tallinn),ERMORDET,murdered,NA,NA,NA,Raasiku bei Reval (Tallinn),Raasiku,Other
ERMORDET in Raasiku bei Reval (Tallinn),ERMORDET,murdered,NA,NA,NA,Raasiku bei Reval (Tallinn),Raasiku,Other
ERMORDET in Raasiku bei Reval (Tallinn),ERMORDET,murdered,NA,NA,NA,Raasiku bei Reval (Tallinn),Raasiku,Other
FLUCHT IN DEN TOD 07.01.1943,FLUCHT IN DEN TOD,deceased,NA,NA,NA,NA,NA,Unknown
ERMORDET 08.05.1942 in Chełmno / Kulmhof,ERMORDET,murdered,08.05.1942,1942-05-08,1942,Chełmno / Kulmhof,Chełmno / Kulmhof,Chełmno / Kulmhof
ERMORDET 21.12.1942 in Theresienstadt,ERMORDET,murdered,21.12.1942,1942-12-21,1942,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Minsk,ERMORDET,murdered,NA,NA,NA,Minsk,Minsk,Minsk
VERBLEIB UNKLAR,VERBLEIB UNKLAR,unknown,NA,NA,NA,NA,NA,Unknown
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 27.08.1942 in Theresienstadt,ERMORDET,murdered,27.08.1942,1942-08-27,1942,Theresienstadt,Theresienstadt,Theresienstadt
TOT in Raasiku (b. Reval),TOT,deceased,NA,NA,NA,Raasiku (b. Reval),Raasiku,Other
TOT in Raasiku (b. Reval),TOT,deceased,NA,NA,NA,Raasiku (b. Reval),Raasiku,Other
TOT in Raasiku (b. Reval),TOT,deceased,NA,NA,NA,Raasiku (b. Reval),Raasiku,Other
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 14.12.1943 in Theresienstadt,ERMORDET,murdered,14.12.1943,1943-12-14,1943,Theresienstadt,Theresienstadt,Theresienstadt
AN HAFTFOLGEN GESTORBEN 04.12.1942 in Theresienstadt,AN HAFTFOLGEN GESTORBEN,deceased,04.12.1942,1942-12-04,1942,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET WäHREND KöPENICKER BLUTWOCHE Juni 1933 in Berlin,ERMORDET WäHREND KöPENICKER BLUTWOCHE,murdered,Juni 1933,NA,1933,Berlin,Berlin,Berlin
ERMORDET im Ghetto Riga,ERMORDET,murdered,NA,NA,NA,Ghetto Riga,Riga,Riga
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
TOT 23.06.1944 in Theresienstadt,TOT,deceased,23.06.1944,1944-06-23,1944,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Treblinka,ERMORDET,murdered,NA,NA,NA,Treblinka,Treblinka,Treblinka
ERMORDET 30.06.1943 in Auschwitz,ERMORDET,murdered,30.06.1943,1943-06-30,1943,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Riga,ERMORDET,murdered,NA,NA,NA,Riga,Riga,Riga
ERMORDET,ERMORDET,murdered,NA,NA,NA,NA,NA,Unknown
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Minsk,ERMORDET,murdered,NA,NA,NA,Minsk,Minsk,Minsk
"ERMORDET 25.11.1941 in Kowno / Kaunas, Fort IX",ERMORDET,murdered,25.11.1941,1941-11-25,1941,"Kowno / Kaunas, Fort IX",Kowno,Other
FLUCHT IN DEN TOD 24.03.1941 in Berlin,FLUCHT IN DEN TOD,deceased,24.03.1941,1941-03-24,1941,Berlin,Berlin,Berlin
ERMORDET 26.07.1942 im Ghetto Minsk,ERMORDET,murdered,26.07.1942,1942-07-26,1942,Ghetto Minsk,Minsk,Minsk
ERMORDET 28.07.1942 im Ghetto Minsk,ERMORDET,murdered,28.07.1942,1942-07-28,1942,Ghetto Minsk,Minsk,Minsk
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ERMORDET 15.09.1943 im Ghetto Minsk,ERMORDET,murdered,15.09.1943,1943-09-15,1943,Ghetto Minsk,Minsk,Minsk
TOT 02.12.1942 in Theresienstadt,TOT,deceased,02.12.1942,1942-12-02,1942,Theresienstadt,Theresienstadt,Theresienstadt
TOT 09.08.1943 in Theresienstadt,TOT,deceased,09.08.1943,1943-08-09,1943,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET 28.07.1943 in Theresienstadt,ERMORDET,murdered,28.07.1943,1943-07-28,1943,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET 27.11.1944 in KZ Stutthof,ERMORDET,murdered,27.11.1944,1944-11-27,1944,KZ Stutthof,Stutthof,Other
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
IN DEN TOD GETRIEBEN 12.11.1944 in Mozhga (Udmurtien),IN DEN TOD GETRIEBEN,murdered,12.11.1944,1944-11-12,1944,Mozhga (Udmurtien),NA,Unknown
FLUCHT IN DEN TOD 21.05.1943 in Berlin,FLUCHT IN DEN TOD,deceased,21.05.1943,1943-05-21,1943,Berlin,Berlin,Berlin
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ERMORDET in Treblinka,ERMORDET,murdered,NA,NA,NA,Treblinka,Treblinka,Treblinka
ERMORDET in Treblinka,ERMORDET,murdered,NA,NA,NA,Treblinka,Treblinka,Treblinka
FLUCHT IN DEN TOD 23.12.1942 in Berlin,FLUCHT IN DEN TOD,deceased,23.12.1942,1942-12-23,1942,Berlin,Berlin,Berlin
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
TOT 13.10.1944 in Theresienstadt,TOT,deceased,13.10.1944,1944-10-13,1944,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET in Minsk,ERMORDET,murdered,NA,NA,NA,Minsk,Minsk,Minsk
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 1943 im Vernichtungslager Sobibor,ERMORDET,murdered,1943,NA,1943,Vernichtungslager Sobibor,Sobibor,Other
ERMORDET 09.07.1943 in Sobibor,ERMORDET,murdered,09.07.1943,1943-07-09,1943,Sobibor,Sobibor,Other
"ERMORDET 25.11.1941 in Kowno, Fort IX",ERMORDET,murdered,25.11.1941,1941-11-25,1941,"Kowno, Fort IX",Kowno,Other
"ERMORDET 25.11.1941 in Kowno, Fort IX",ERMORDET,murdered,25.11.1941,1941-11-25,1941,"Kowno, Fort IX",Kowno,Other
"ERMORDET 25.11.1941 in Kowno, Fort IX",ERMORDET,murdered,25.11.1941,1941-11-25,1941,"Kowno, Fort IX",Kowno,Other
TOT in Treblinka,TOT,deceased,NA,NA,NA,Treblinka,Treblinka,Treblinka
ERMORDET 23.11.1941 in Łódź / Litzmannstadt,ERMORDET,murdered,23.11.1941,1941-11-23,1941,Łódź / Litzmannstadt,Litzmannstadt,Litzmannstadt
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ERMORDET 1943 in Auschwitz-Birkenau,ERMORDET,murdered,1943,NA,1943,Auschwitz-Birkenau,Auschwitz,Auschwitz
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
TOT 11.01.1943 im Ghetto Theresienstadt,TOT,deceased,11.01.1943,1943-01-11,1943,Ghetto Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET in Warschau,ERMORDET,murdered,NA,NA,NA,Warschau,Warschau,Other
ERMORDET 30.04.1943 in Theresienstadt,ERMORDET,murdered,30.04.1943,1943-04-30,1943,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET 17.02.1944 in Theresienstadt,ERMORDET,murdered,17.02.1944,1944-02-17,1944,Theresienstadt,Theresienstadt,Theresienstadt
"ERMORDET 25.11.1941 in Kowno (Kauen), Fort IX",ERMORDET,murdered,25.11.1941,1941-11-25,1941,"Kowno (Kauen), Fort IX",Kowno,Other
"ERMORDET 25.11.1941 in Kowno (Kauen), Fort IX",ERMORDET,murdered,25.11.1941,1941-11-25,1941,"Kowno (Kauen), Fort IX",Kowno,Other
"ERMORDET 25.11.1941 in Kowno (Kauen), Fort IX",ERMORDET,murdered,25.11.1941,1941-11-25,1941,"Kowno (Kauen), Fort IX",Kowno,Other
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Trawniki,ERMORDET,murdered,NA,NA,NA,Trawniki,Trawniki,Other
ERMORDET in Riga,ERMORDET,murdered,NA,NA,NA,Riga,Riga,Riga
ERMORDET in Riga,ERMORDET,murdered,NA,NA,NA,Riga,Riga,Riga
ERMORDET in Raasiku (b. Reval),ERMORDET,murdered,NA,NA,NA,Raasiku (b. Reval),Raasiku,Other
ERMORDET in Raasiku (b. Reval),ERMORDET,murdered,NA,NA,NA,Raasiku (b. Reval),Raasiku,Other
ERMORDET in Raasiku (b. Reval),ERMORDET,murdered,NA,NA,NA,Raasiku (b. Reval),Raasiku,Other
TOT 08.12.1942 in Theresienstadt,TOT,deceased,08.12.1942,1942-12-08,1942,Theresienstadt,Theresienstadt,Theresienstadt
TOT 16.11.1942 in Theresienstadt,TOT,deceased,16.11.1942,1942-11-16,1942,Theresienstadt,Theresienstadt,Theresienstadt
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
TOT 30.04.1942 in Łódź / Litzmannstadt,TOT,deceased,30.04.1942,1942-04-30,1942,Łódź / Litzmannstadt,Litzmannstadt,Litzmannstadt
ERMORDET 23.01.1942 in Łódź / Litzmannstadt,ERMORDET,murdered,23.01.1942,1942-01-23,1942,Łódź / Litzmannstadt,Litzmannstadt,Litzmannstadt
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 11.12.1937 in Dachau,ERMORDET,murdered,11.12.1937,1937-12-11,1937,Dachau,Dachau,Other
ERMORDET 22.10.1942 in Riga,ERMORDET,murdered,22.10.1942,1942-10-22,1942,Riga,Riga,Riga
ERMORDET 04.05.1942 in Chełmno / Kulmhof,ERMORDET,murdered,04.05.1942,1942-05-04,1942,Chełmno / Kulmhof,Chełmno / Kulmhof,Chełmno / Kulmhof
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
FLUCHT IN DEN TOD 22.10.1942 in Berlin,FLUCHT IN DEN TOD,deceased,22.10.1942,1942-10-22,1942,Berlin,Berlin,Berlin
FLUCHT IN DEN TOD 22.10.1942 in Berlin,FLUCHT IN DEN TOD,deceased,22.10.1942,1942-10-22,1942,Berlin,Berlin,Berlin
ERMORDET 08.09.1942 in Riga,ERMORDET,murdered,08.09.1942,1942-09-08,1942,Riga,Riga,Riga
ERMORDET 02.12.1942 in Theresienstadt,ERMORDET,murdered,02.12.1942,1942-12-02,1942,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 08.09.1942 in Riga,ERMORDET,murdered,08.09.1942,1942-09-08,1942,Riga,Riga,Riga
ERMORDET 07.11.1942 in Theresienstadt,ERMORDET,murdered,07.11.1942,1942-11-07,1942,Theresienstadt,Theresienstadt,Theresienstadt
TOT 19.10.1942 in Theresienstadt,TOT,deceased,19.10.1942,1942-10-19,1942,Theresienstadt,Theresienstadt,Theresienstadt
TOT 23.10.1942 in Theresienstadt,TOT,deceased,23.10.1942,1942-10-23,1942,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 26.09.1942 in Treblinka,ERMORDET,murdered,26.09.1942,1942-09-26,1942,Treblinka,Treblinka,Treblinka
ERMORDET 25.04.1942 in Sachsenhausen,ERMORDET,murdered,25.04.1942,1942-04-25,1942,Sachsenhausen,Sachsenhausen,Sachsenhausen
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
TOT 30.05.1943 in Theresienstadt,TOT,deceased,30.05.1943,1943-05-30,1943,Theresienstadt,Theresienstadt,Theresienstadt
TOT 06.03.1943 in Theresienstadt,TOT,deceased,06.03.1943,1943-03-06,1943,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET 28.05.1942 in Sachsenhausen,ERMORDET,murdered,28.05.1942,1942-05-28,1942,Sachsenhausen,Sachsenhausen,Sachsenhausen
ERMORDET 07.05.1942 in Kulmhof (Chelmno),ERMORDET,murdered,07.05.1942,1942-05-07,1942,Kulmhof (Chelmno),Chelmno,Chełmno / Kulmhof
VERBLEIB UNKLAR,VERBLEIB UNKLAR,unknown,NA,NA,NA,NA,NA,Unknown
ERMORDET 1940,ERMORDET,murdered,NA,NA,NA,NA,NA,Unknown
ERMORDET 1942 in Sobibor,ERMORDET,murdered,1942,NA,1942,Sobibor,Sobibor,Other
ERMORDET 1942 in Riga,ERMORDET,murdered,1942,NA,1942,Riga,Riga,Riga
TOT 23.06.1944 in Theresienstadt,TOT,deceased,23.06.1944,1944-06-23,1944,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET 08.12.1943 in Auschwitz,ERMORDET,murdered,08.12.1943,1943-12-08,1943,Auschwitz,Auschwitz,Auschwitz
ERMORDET 28.05.1942 im KZ Sachsenhausen,ERMORDET,murdered,28.05.1942,1942-05-28,1942,KZ Sachsenhausen,Sachsenhausen,Sachsenhausen
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 14.01.1940 in Sachsenhausen,ERMORDET,murdered,14.01.1940,1940-01-14,1940,Sachsenhausen,Sachsenhausen,Sachsenhausen
ERMORDET 30.11.1941 in Riga,ERMORDET,murdered,30.11.1941,1941-11-30,1941,Riga,Riga,Riga
ERMORDET 07.02.1943 in Theresienstadt,ERMORDET,murdered,07.02.1943,1943-02-07,1943,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET 25.09.1942 in Theresienstadt,ERMORDET,murdered,25.09.1942,1942-09-25,1942,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET 28.02.1943 in Großbeeren,ERMORDET,murdered,28.02.1943,1943-02-28,1943,Großbeeren,Großbeeren,Other
ERMORDET 03.03.1942 in Łódź / Litzmannstadt,ERMORDET,murdered,03.03.1942,1942-03-03,1942,Łódź / Litzmannstadt,Litzmannstadt,Litzmannstadt
ERMORDET 28.01.1942 in Łódź / Litzmannstadt,ERMORDET,murdered,28.01.1942,1942-01-28,1942,Łódź / Litzmannstadt,Litzmannstadt,Litzmannstadt
ERMORDET 10.03.1942 in Łódź / Litzmannstadt,ERMORDET,murdered,10.03.1942,1942-03-10,1942,Łódź / Litzmannstadt,Litzmannstadt,Litzmannstadt
ERMORDET 05.05.1942 in Kulmhof / Chełmno,ERMORDET,murdered,05.05.1942,1942-05-05,1942,Kulmhof / Chełmno,Kulmhof / Chełmno,Chełmno / Kulmhof
TOT 11.03.1942 in Litzmannstadt / Łódź,TOT,deceased,11.03.1942,1942-03-11,1942,Litzmannstadt / Łódź,Litzmannstadt,Litzmannstadt
ERMORDET 06.11.1942 in Auschwitz,ERMORDET,murdered,06.11.1942,1942-11-06,1942,Auschwitz,Auschwitz,Auschwitz
ERMORDET 06.02.1944 in Auschwitz,ERMORDET,murdered,06.02.1944,1944-02-06,1944,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 25.11.1941 im KZ Kauen / Kowno,ERMORDET,murdered,25.11.1941,1941-11-25,1941,KZ Kauen / Kowno,Kowno,Other
ERMORDET 25.11.1941 im KZ Kauen / Kowno,ERMORDET,murdered,25.11.1941,1941-11-25,1941,KZ Kauen / Kowno,Kowno,Other
ERMORDET 25.11.1941 im KZ Kauen / Kowno,ERMORDET,murdered,25.11.1941,1941-11-25,1941,KZ Kauen / Kowno,Kowno,Other
ERMORDET 29.03.1942 in Sachsenhausen,ERMORDET,murdered,29.03.1942,1942-03-29,1942,Sachsenhausen,Sachsenhausen,Sachsenhausen
ERMORDET 30.11.1941 in Riga,ERMORDET,murdered,30.11.1941,1941-11-30,1941,Riga,Riga,Riga
ERMORDET in Minsk,ERMORDET,murdered,NA,NA,NA,Minsk,Minsk,Minsk
ERMORDET 18.08.1942 in Riga,ERMORDET,murdered,18.08.1942,1942-08-18,1942,Riga,Riga,Riga
ERMORDET 08.05.1942 in Chełmno / Kulmhof,ERMORDET,murdered,08.05.1942,1942-05-08,1942,Chełmno / Kulmhof,Chełmno / Kulmhof,Chełmno / Kulmhof
FLUCHT IN DEN TOD 16.11.1940 in Berlin,FLUCHT IN DEN TOD,deceased,16.11.1940,1940-11-16,1940,Berlin,Berlin,Berlin
ERMORDET 20.03.1943 in Auschwitz,ERMORDET,murdered,20.03.1943,1943-03-20,1943,Auschwitz,Auschwitz,Auschwitz
ERMORDET 27.02.1944 in Auschwitz,ERMORDET,murdered,27.02.1944,1944-02-27,1944,Auschwitz,Auschwitz,Auschwitz
ERMORDET 13.04.1943 im Ghetto Theresienstadt,ERMORDET,murdered,13.04.1943,1943-04-13,1943,Ghetto Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET 29.10.1942 in Riga,ERMORDET,murdered,29.10.1942,1942-10-29,1942,Riga,Riga,Riga
ERMORDET 01.03.1945 in Buchenwald,ERMORDET,murdered,01.03.1945,1945-03-01,1945,Buchenwald,Buchenwald,Other
ERMORDET 04.05.1942 in Łódź / Litzmannstadt,ERMORDET,murdered,04.05.1942,1942-05-04,1942,Łódź / Litzmannstadt,Litzmannstadt,Litzmannstadt
ERMORDET 1944 in Auschwitz,ERMORDET,murdered,1944,NA,1944,Auschwitz,Auschwitz,Auschwitz
ERMORDET 29.10.1942 in Riga,ERMORDET,murdered,29.10.1942,1942-10-29,1942,Riga,Riga,Riga
ERMORDET 29.10.1942 in Riga,ERMORDET,murdered,29.10.1942,1942-10-29,1942,Riga,Riga,Riga
ERMORDET 12.10.1942 in Dachau,ERMORDET,murdered,12.10.1942,1942-10-12,1942,Dachau,Dachau,Other
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
NA,NA,unknown,NA,NA,NA,NA,NA,Unknown
FLUCHT IN DEN TOD 24.10.1942 in Berlin,FLUCHT IN DEN TOD,deceased,24.10.1942,1942-10-24,1942,Berlin,Berlin,Berlin
FLUCHT IN DEN TOD 24.10.1942 in Berlin,FLUCHT IN DEN TOD,deceased,24.10.1942,1942-10-24,1942,Berlin,Berlin,Berlin
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
VERSCHOLLEN in Auschwitz,VERSCHOLLEN,unknown,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
VERSCHOLLEN in Auschwitz,VERSCHOLLEN,unknown,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
VERSCHOLLEN in Auschwitz,VERSCHOLLEN,unknown,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET,ERMORDET,murdered,NA,NA,NA,NA,NA,Unknown
ERMORDET 21.12.1944 in Dachau-Kauffering III,ERMORDET,murdered,21.12.1944,1944-12-21,1944,Dachau-Kauffering III,Dachau,Other
ERMORDET 25.11.1941 in Kowno / Kaunas,ERMORDET,murdered,25.11.1941,1941-11-25,1941,Kowno / Kaunas,Kowno,Other
ERMORDET 25.11.1941 in Kowno / Kaunas,ERMORDET,murdered,25.11.1941,1941-11-25,1941,Kowno / Kaunas,Kowno,Other
ERMORDET in Riga,ERMORDET,murdered,NA,NA,NA,Riga,Riga,Riga
ERMORDET in Riga,ERMORDET,murdered,NA,NA,NA,Riga,Riga,Riga
HINGERICHTET 06.11.1944 im Zuchthaus Brandenburg-Görden,HINGERICHTET,murdered,06.11.1944,1944-11-06,1944,Zuchthaus Brandenburg-Görden,Brandenburg,Other
ERMORDET,ERMORDET,murdered,NA,NA,NA,NA,NA,Unknown
ERMORDET,ERMORDET,murdered,NA,NA,NA,NA,NA,Unknown
ERMORDET 19.03.1943 in Theresienstadt,ERMORDET,murdered,19.03.1943,1943-03-19,1943,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in PIaski,ERMORDET,murdered,NA,NA,NA,PIaski,Piaski,Other
ERMORDET in Minsk,ERMORDET,murdered,NA,NA,NA,Minsk,Minsk,Minsk
ERMORDET in Riga,ERMORDET,murdered,NA,NA,NA,Riga,Riga,Riga
ERMORDET in Riga,ERMORDET,murdered,NA,NA,NA,Riga,Riga,Riga
TOT in Zamość,TOT,deceased,NA,NA,NA,Zamość,Zamość,Other
TOT in Zamość,TOT,deceased,NA,NA,NA,Zamość,Zamość,Other
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET März 1943 in Auschwitz,ERMORDET,murdered,März 1943,NA,1943,Auschwitz,Auschwitz,Auschwitz
ERMORDET März 1943 in Auschwitz,ERMORDET,murdered,März 1943,NA,1943,Auschwitz,Auschwitz,Auschwitz
ERMORDET 29.12.1942 im Ghetto Theresienstadt,ERMORDET,murdered,29.12.1942,1942-12-29,1942,Ghetto Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 1942 in Treblinka,ERMORDET,murdered,1942,NA,1942,Treblinka,Treblinka,Treblinka
TOT,TOT,deceased,NA,NA,NA,NA,NA,Unknown
ERMORDET in Minsk,ERMORDET,murdered,NA,NA,NA,Minsk,Minsk,Minsk
FLUCHT IN DEN TOD 03.06.1942 in Berlin,FLUCHT IN DEN TOD,deceased,03.06.1942,1942-06-03,1942,Berlin,Berlin,Berlin
"ERMORDET 25.11.1941 in Kowno / Kaunas, Fort IX",ERMORDET,murdered,25.11.1941,1941-11-25,1941,"Kowno / Kaunas, Fort IX",Kowno,Other
LETZTES LEBENZEICHEN in MInsk,LETZTES LEBENZEICHEN,unknown,NA,NA,NA,MInsk,Minsk,Minsk
ERMORDET 15.03.1943 in Auschwitz,ERMORDET,murdered,15.03.1943,1943-03-15,1943,Auschwitz,Auschwitz,Auschwitz
ERMORDET 15.03.1943 in Auschwitz,ERMORDET,murdered,15.03.1943,1943-03-15,1943,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
